timestamp,mode,dataset,steps,model_name,IoU,IoU@50,IoU@75,IoU@95,seg_loss,score_loss,total_loss
2025-04-29T11:58:57.244393,train,severstal,725,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:58:57.296090,train,severstal,726,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:58:57.352293,train,severstal,727,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:58:57.405963,train,severstal,728,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:58:57.456334,train,severstal,729,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:58:57.512948,train,severstal,730,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:58:57.567417,train,severstal,731,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:58:57.630925,train,severstal,732,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:58:57.682014,train,severstal,733,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:58:57.741386,train,severstal,734,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:58:57.792201,train,severstal,735,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:58:57.846380,train,severstal,736,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:58:57.899849,train,severstal,737,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:58:57.949550,train,severstal,738,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:58:58.010813,train,severstal,739,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:58:58.068672,train,severstal,740,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:58:58.125317,train,severstal,741,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:58:58.175264,train,severstal,742,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:58:58.226166,train,severstal,743,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:58:58.286479,train,severstal,744,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:58:58.343722,train,severstal,745,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:58:58.404305,train,severstal,746,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:58:58.460635,train,severstal,747,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:58:58.520610,train,severstal,748,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:58:58.573875,train,severstal,749,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:58:58.625272,train,severstal,750,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:58:58.691994,train,severstal,751,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:58:58.748261,train,severstal,752,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:58:58.797811,train,severstal,753,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:58:58.856229,train,severstal,754,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:58:58.916147,train,severstal,755,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:58:58.969972,train,severstal,756,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:58:59.025790,train,severstal,757,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:58:59.077767,train,severstal,758,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:58:59.129130,train,severstal,759,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:58:59.193922,train,severstal,760,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:58:59.248700,train,severstal,761,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:58:59.300016,train,severstal,762,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:58:59.353840,train,severstal,763,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:58:59.405936,train,severstal,764,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:58:59.456901,train,severstal,765,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:58:59.510953,train,severstal,766,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:58:59.561583,train,severstal,767,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:58:59.615786,train,severstal,768,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:58:59.666467,train,severstal,769,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:58:59.722374,train,severstal,770,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:58:59.779112,train,severstal,771,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:58:59.835637,train,severstal,772,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:58:59.892730,train,severstal,773,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:58:59.945594,train,severstal,774,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:00.000604,train,severstal,775,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:00.053471,train,severstal,776,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:00.103504,train,severstal,777,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:00.153304,train,severstal,778,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:00.205066,train,severstal,779,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:00.264244,train,severstal,780,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:00.317661,train,severstal,781,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:00.367801,train,severstal,782,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:00.444514,train,severstal,783,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:00.504188,train,severstal,784,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:00.572967,train,severstal,785,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:00.629472,train,severstal,786,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:00.682001,train,severstal,787,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:00.741181,train,severstal,788,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:00.791972,train,severstal,789,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:00.854079,train,severstal,790,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:00.906252,train,severstal,791,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:00.958999,train,severstal,792,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:01.010229,train,severstal,793,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:01.061473,train,severstal,794,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:01.113612,train,severstal,795,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:01.168031,train,severstal,796,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:01.221361,train,severstal,797,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:01.273865,train,severstal,798,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:01.329168,train,severstal,799,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:01.389989,train,severstal,800,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:01.450038,train,severstal,801,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:01.502389,train,severstal,802,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:01.564863,train,severstal,803,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:01.625828,train,severstal,804,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:01.676005,train,severstal,805,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:01.727865,train,severstal,806,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:01.793296,train,severstal,807,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:01.847617,train,severstal,808,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:01.896608,train,severstal,809,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:01.948660,train,severstal,810,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:02.015795,train,severstal,811,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:02.080007,train,severstal,812,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:02.143455,train,severstal,813,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:02.198020,train,severstal,814,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:02.247955,train,severstal,815,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:02.300187,train,severstal,816,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:02.349812,train,severstal,817,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:02.404154,train,severstal,818,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:02.458277,train,severstal,819,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:02.511103,train,severstal,820,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:02.568423,train,severstal,821,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:02.618610,train,severstal,822,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:02.676270,train,severstal,823,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:02.731547,train,severstal,824,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:02.821286,train,severstal,825,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:02.880066,train,severstal,826,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:02.933187,train,severstal,827,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:02.988374,train,severstal,828,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:03.036285,train,severstal,829,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:03.091913,train,severstal,830,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:03.147157,train,severstal,831,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:03.198047,train,severstal,832,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:03.254501,train,severstal,833,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:03.320435,train,severstal,834,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:03.369569,train,severstal,835,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:03.423600,train,severstal,836,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:03.483468,train,severstal,837,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:03.533443,train,severstal,838,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:03.587175,train,severstal,839,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:03.638278,train,severstal,840,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:03.693816,train,severstal,841,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:03.752343,train,severstal,842,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:03.803475,train,severstal,843,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:03.864397,train,severstal,844,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:03.914879,train,severstal,845,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:03.966818,train,severstal,846,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:04.038257,train,severstal,847,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:04.094091,train,severstal,848,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:04.151258,train,severstal,849,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:04.206301,train,severstal,850,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:04.256948,train,severstal,851,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:04.317934,train,severstal,852,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:04.383945,train,severstal,853,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:04.435915,train,severstal,854,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:04.494528,train,severstal,855,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:04.588882,train,severstal,856,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:04.639588,train,severstal,857,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:04.700312,train,severstal,858,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:04.752400,train,severstal,859,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:04.806023,train,severstal,860,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:04.864128,train,severstal,861,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:04.915371,train,severstal,862,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:04.974446,train,severstal,863,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:05.026556,train,severstal,864,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:05.082098,train,severstal,865,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:05.142599,train,severstal,866,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:05.193313,train,severstal,867,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:05.252922,train,severstal,868,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:05.307649,train,severstal,869,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:05.361224,train,severstal,870,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:05.428608,train,severstal,871,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:05.490141,train,severstal,872,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:05.542096,train,severstal,873,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:05.592757,train,severstal,874,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:05.651404,train,severstal,875,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:05.704490,train,severstal,876,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:05.773609,train,severstal,877,fine_tuned_sam2_severstal_full_javi,1e-04,,,,,,
2025-04-29T11:59:05.825225,train,severstal,878,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:05.876160,train,severstal,879,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:05.930025,train,severstal,880,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:05.993679,train,severstal,881,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:06.044254,train,severstal,882,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:06.104367,train,severstal,883,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:06.165613,train,severstal,884,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:06.214547,train,severstal,885,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:06.268491,train,severstal,886,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:06.324922,train,severstal,887,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:06.385402,train,severstal,888,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:06.434493,train,severstal,889,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:06.499845,train,severstal,890,fine_tuned_sam2_severstal_full_javi,0.0004,,,,,,
2025-04-29T11:59:06.562655,train,severstal,891,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:06.619074,train,severstal,892,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:06.712626,train,severstal,893,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:06.773264,train,severstal,894,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:06.825886,train,severstal,895,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:06.882476,train,severstal,896,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:06.932380,train,severstal,897,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:06.983503,train,severstal,898,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:07.036568,train,severstal,899,fine_tuned_sam2_severstal_full_javi,0.0008,,,,,,
2025-04-29T11:59:07.100570,train,severstal,900,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:07.160983,train,severstal,901,fine_tuned_sam2_severstal_full_javi,1e-04,,,,,,
2025-04-29T11:59:07.212375,train,severstal,902,fine_tuned_sam2_severstal_full_javi,0.0017,,,,,,
2025-04-29T11:59:07.263697,train,severstal,903,fine_tuned_sam2_severstal_full_javi,0.0011,,,,,,
2025-04-29T11:59:07.317133,train,severstal,904,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:07.369857,train,severstal,905,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:07.419391,train,severstal,906,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:07.472230,train,severstal,907,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:07.538348,train,severstal,908,fine_tuned_sam2_severstal_full_javi,0.0003,,,,,,
2025-04-29T11:59:07.590414,train,severstal,909,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:07.640787,train,severstal,910,fine_tuned_sam2_severstal_full_javi,0.0014,,,,,,
2025-04-29T11:59:07.693536,train,severstal,911,fine_tuned_sam2_severstal_full_javi,0.0016,,,,,,
2025-04-29T11:59:07.749715,train,severstal,912,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:07.798763,train,severstal,913,fine_tuned_sam2_severstal_full_javi,0.001,,,,,,
2025-04-29T11:59:07.858716,train,severstal,914,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:07.914046,train,severstal,915,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:07.978509,train,severstal,916,fine_tuned_sam2_severstal_full_javi,0.0002,,,,,,
2025-04-29T11:59:08.035789,train,severstal,917,fine_tuned_sam2_severstal_full_javi,0.0031,,,,,,
2025-04-29T11:59:08.088126,train,severstal,918,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:08.137010,train,severstal,919,fine_tuned_sam2_severstal_full_javi,0.0085,,,,,,
2025-04-29T11:59:08.190384,train,severstal,920,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:08.250996,train,severstal,921,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:08.300894,train,severstal,922,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:08.350486,train,severstal,923,fine_tuned_sam2_severstal_full_javi,0.0172,,,,,,
2025-04-29T11:59:08.403795,train,severstal,924,fine_tuned_sam2_severstal_full_javi,0.0012,,,,,,
2025-04-29T11:59:08.456333,train,severstal,925,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:08.524552,train,severstal,926,fine_tuned_sam2_severstal_full_javi,0.0007,,,,,,
2025-04-29T11:59:08.598786,train,severstal,927,fine_tuned_sam2_severstal_full_javi,0.0012,,,,,,
2025-04-29T11:59:08.660456,train,severstal,928,fine_tuned_sam2_severstal_full_javi,0.0036,,,,,,
2025-04-29T11:59:08.728935,train,severstal,929,fine_tuned_sam2_severstal_full_javi,0.0003,,,,,,
2025-04-29T11:59:08.783778,train,severstal,930,fine_tuned_sam2_severstal_full_javi,0.0011,,,,,,
2025-04-29T11:59:08.835821,train,severstal,931,fine_tuned_sam2_severstal_full_javi,0.0004,,,,,,
2025-04-29T11:59:08.892071,train,severstal,932,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:08.943532,train,severstal,933,fine_tuned_sam2_severstal_full_javi,0.0062,,,,,,
2025-04-29T11:59:08.994470,train,severstal,934,fine_tuned_sam2_severstal_full_javi,0.0005,,,,,,
2025-04-29T11:59:09.048116,train,severstal,935,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:09.104132,train,severstal,936,fine_tuned_sam2_severstal_full_javi,0.0012,,,,,,
2025-04-29T11:59:09.163890,train,severstal,937,fine_tuned_sam2_severstal_full_javi,0.0003,,,,,,
2025-04-29T11:59:09.220342,train,severstal,938,fine_tuned_sam2_severstal_full_javi,0.0004,,,,,,
2025-04-29T11:59:09.276439,train,severstal,939,fine_tuned_sam2_severstal_full_javi,0.0005,,,,,,
2025-04-29T11:59:09.329609,train,severstal,940,fine_tuned_sam2_severstal_full_javi,0.006,,,,,,
2025-04-29T11:59:09.383178,train,severstal,941,fine_tuned_sam2_severstal_full_javi,0.0013,,,,,,
2025-04-29T11:59:09.441566,train,severstal,942,fine_tuned_sam2_severstal_full_javi,0.0031,,,,,,
2025-04-29T11:59:09.502188,train,severstal,943,fine_tuned_sam2_severstal_full_javi,0.0004,,,,,,
2025-04-29T11:59:09.555514,train,severstal,944,fine_tuned_sam2_severstal_full_javi,0.015,,,,,,
2025-04-29T11:59:09.645450,train,severstal,945,fine_tuned_sam2_severstal_full_javi,0.0038,,,,,,
2025-04-29T11:59:09.703419,train,severstal,946,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:09.762678,train,severstal,947,fine_tuned_sam2_severstal_full_javi,0.0176,,,,,,
2025-04-29T11:59:09.816836,train,severstal,948,fine_tuned_sam2_severstal_full_javi,0.0022,,,,,,
2025-04-29T11:59:09.872983,train,severstal,949,fine_tuned_sam2_severstal_full_javi,0.0014,,,,,,
2025-04-29T11:59:09.926559,train,severstal,950,fine_tuned_sam2_severstal_full_javi,0.0056,,,,,,
2025-04-29T11:59:09.975784,train,severstal,951,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:10.036127,train,severstal,952,fine_tuned_sam2_severstal_full_javi,0.0005,,,,,,
2025-04-29T11:59:10.090177,train,severstal,953,fine_tuned_sam2_severstal_full_javi,0.001,,,,,,
2025-04-29T11:59:10.142665,train,severstal,954,fine_tuned_sam2_severstal_full_javi,0.0014,,,,,,
2025-04-29T11:59:10.193055,train,severstal,955,fine_tuned_sam2_severstal_full_javi,0.0032,,,,,,
2025-04-29T11:59:10.246937,train,severstal,956,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:10.296768,train,severstal,957,fine_tuned_sam2_severstal_full_javi,0.0022,,,,,,
2025-04-29T11:59:10.360745,train,severstal,958,fine_tuned_sam2_severstal_full_javi,0.0008,,,,,,
2025-04-29T11:59:10.412038,train,severstal,959,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:10.470553,train,severstal,960,fine_tuned_sam2_severstal_full_javi,0.0048,,,,,,
2025-04-29T11:59:10.532926,train,severstal,961,fine_tuned_sam2_severstal_full_javi,0.0029,,,,,,
2025-04-29T11:59:10.585395,train,severstal,962,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:10.637989,train,severstal,963,fine_tuned_sam2_severstal_full_javi,0.0097,,,,,,
2025-04-29T11:59:10.693961,train,severstal,964,fine_tuned_sam2_severstal_full_javi,0.0038,,,,,,
2025-04-29T11:59:10.743788,train,severstal,965,fine_tuned_sam2_severstal_full_javi,0.0138,,,,,,
2025-04-29T11:59:10.801031,train,severstal,966,fine_tuned_sam2_severstal_full_javi,1e-04,,,,,,
2025-04-29T11:59:10.859927,train,severstal,967,fine_tuned_sam2_severstal_full_javi,0.0197,,,,,,
2025-04-29T11:59:10.915299,train,severstal,968,fine_tuned_sam2_severstal_full_javi,0.0,,,,,,
2025-04-29T11:59:10.966403,train,severstal,969,fine_tuned_sam2_severstal_full_javi,0.0508,,,,,,
2025-04-29T11:59:11.246430,train,severstal,970,fine_tuned_sam2_severstal_full_javi,0.2125,,,,,,
2025-04-29T11:59:11.303525,train,severstal,971,fine_tuned_sam2_severstal_full_javi,0.0863,,,,,,
2025-04-29T11:59:11.357712,train,severstal,972,fine_tuned_sam2_severstal_full_javi,0.1091,,,,,,
2025-04-29T11:59:11.419987,train,severstal,973,fine_tuned_sam2_severstal_full_javi,0.0662,,,,,,
2025-04-29T11:59:11.487726,train,severstal,974,fine_tuned_sam2_severstal_full_javi,0.0256,,,,,,
2025-04-29T11:59:11.543005,train,severstal,975,fine_tuned_sam2_severstal_full_javi,0.0109,,,,,,
2025-04-29T11:59:11.607570,train,severstal,976,fine_tuned_sam2_severstal_full_javi,0.0229,,,,,,
2025-04-29T11:59:11.674332,train,severstal,977,fine_tuned_sam2_severstal_full_javi,0.1248,,,,,,
2025-04-29T11:59:11.730449,train,severstal,978,fine_tuned_sam2_severstal_full_javi,0.1458,,,,,,
2025-04-29T11:59:12.009065,train,severstal,979,fine_tuned_sam2_severstal_full_javi,0.3297,,,,,,
2025-04-29T11:59:12.064207,train,severstal,980,fine_tuned_sam2_severstal_full_javi,0.1217,,,,,,
2025-04-29T11:59:12.119369,train,severstal,981,fine_tuned_sam2_severstal_full_javi,0.049,,,,,,
